frame,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17
636,6514,0,0,0,0,0,-67,-165,112,98,43,-120,78,38,-89,-66,141,65
637,6531,0,0,0,0,0,-66,-166,108,100,41,-120,75,41,-84,-66,135,66
638,6548,0,0,0,0,0,-66,-170,107,105,40,-119,73,39,-87,-68,144,68
639,6565,0,0,0,0,0,-61,-169,106,105,-112,-132,222,41,-91,-67,150,68
640,6582,0,0,0,0,0,-65,-163,108,103,-109,-130,218,45,-87,-62,139,62
641,6601,10,56,61,0,0,-62,-161,114,96,-86,-66,131,66,-45,-140,189,52
642,6618,0,0,0,0,0,-64,-165,118,99,55,-114,20,35,-87,-64,130,65
643,6637,10,56,61,0,0,-73,-166,114,105,-82,-63,136,62,-8,-141,190,56
644,6655,0,0,0,0,0,-66,-169,116,104,-100,-125,224,38,-90,-65,147,65
645,6672,0,0,0,0,0,-70,-165,111,100,-93,-121,204,35,-83,-68,141,68
646,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,6707,0,0,0,0,0,-63,-167,105,102,-142,-138,269,38,-83,-67,142,67
648,6726,0,0,0,0,0,-64,-166,107,102,-133,-137,254,36,-82,-65,141,64
649,6733,0,0,0,0,0,-35,-65,62,64,26,-45,24,45,-54,-50,21,48
650,6740,0,0,0,0,0,-46,-67,74,28,-57,-37,106,36,29,-51,7,19
651,6747,0,0,0,0,0,-45,-64,72,32,-60,-32,111,29,26,-51,11,24
652,6754,0,0,0,0,0,-41,-65,68,32,-46,-34,93,31,28,-51,10,18
653,6761,0,0,0,0,0,-44,-70,70,35,-55,-34,92,30,25,-56,12,26
654,6768,0,0,0,0,0,-45,-69,68,34,-65,-34,104,29,21,-60,15,29
655,6775,0,0,0,0,0,-40,-54,72,28,-49,-25,97,24,30,-45,12,20
656,6782,0,0,0,0,0,-39,-53,68,32,-50,-20,100,19,30,-40,13,22
657,6790,10,60,60,0,0,-43,-77,73,28,-64,-53,124,25,-58,-69,125,47
658,6797,0,0,0,0,0,-45,-75,74,29,-54,-47,107,27,29,-57,15,11
659,6803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,6804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,6811,0,0,0,0,0,-26,-77,51,16,-49,-49,99,34,-42,-61,82,12
662,6818,0,0,0,0,0,-25,-95,58,16,-32,-83,95,35,-36,-50,44,31
663,6825,0,0,0,0,0,-37,-111,40,75,-21,-37,66,25,1,-66,41,30
664,6832,0,0,0,0,0,-63,-70,111,20,-35,-49,99,20,-17,-28,52,13
665,6839,0,0,0,0,0,-15,-100,46,70,-49,-40,30,39,-18,-31,36,16
666,6846,0,0,0,0,0,-56,-82,73,27,-28,-54,59,26,3,-29,32,32
667,6861,0,0,0,0,0,-43,-116,89,37,-88,-63,178,62,-43,-78,62,15
668,6876,0,0,0,0,0,-42,-116,90,36,-91,-65,173,67,-43,-81,58,17
669,6891,0,0,0,0,0,-41,-115,86,37,-91,-61,170,62,-42,-78,66,16
670,6906,0,0,0,0,0,-41,-119,87,38,-91,-67,171,65,-45,-81,66,16
671,6920,0,0,0,0,0,-41,-117,90,35,-88,-65,167,64,-40,-81,60,17
672,6935,0,0,0,0,0,-38,-119,85,35,-83,-68,166,62,-43,-82,60,17
673,6950,0,0,0,0,0,-39,-120,84,45,-81,-72,130,72,48,-50,49,45
674,6965,0,0,0,0,0,-38,-118,85,34,-90,-60,170,60,-46,-77,71,17
675,6978,0,0,0,0,0,-36,-111,86,37,-84,-64,155,63,-43,-75,70,11
676,6979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,6980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,6995,0,0,0,0,0,-37,-114,80,47,-76,-65,146,63,-100,-45,28,43
679,7010,0,0,0,0,0,-44,-114,85,50,-75,-62,149,62,-96,-47,24,50
680,7021,0,0,0,0,0,-37,-101,83,47,-78,-53,160,53,-104,-41,29,41
681,7034,0,0,0,0,0,-35,-153,83,33,-68,-113,133,88,-96,-65,37,49
