name,GuideMissionType,CompleteCount,RewardType,RewardAmount,DescriptionText
TBL_GUIDE_MISSION469,DungeonInfiniteTowerClearCount,56,Ruby,1600.0,GuideMission.Description.DungeonInfiniteTowerClearCount
TBL_GUIDE_MISSION470,Level,110,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION471,RoyalGrowthDamageLevel,2100,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION472,RoyalGrowthHealthLevel,2100,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION473,MonsterKill,6200,Gold,14100000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION474,Level,120,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION475,RoyalForceAttackSpeedLevel,350,PigJelly,400000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION476,RoyalForceMoveSpeedLevel,350,PigJelly,400000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION477,RoyalForceCriticalLevel,350,PigJelly,400000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION478,RoyalForceAccLevel,350,PigJelly,400000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION479,MonsterKill,6500,Gold,15000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION480,Level,130,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION481,RoyalGrowthCriticalChance1Level,420,Gold,15000000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION482,RoyalGrowthCriticalDamageRate1Level,240,Ruby,1600.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION483,GachaWeaponCount,70,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION484,GachaShieldCount,70,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION485,GachaSkillCount,70,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION486,Level,140,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION487,RoyalGrowthDamageLevel,2200,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION488,RoyalGrowthHealthLevel,2200,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION489,MonsterKill,6800,Gold,16000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION490,Level,150,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION491,RoyalForceAttackSpeedLevel,400,PigJelly,800000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION492,RoyalForceMoveSpeedLevel,400,PigJelly,800000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION493,RoyalForceCriticalLevel,400,PigJelly,800000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION494,RoyalForceAccLevel,400,PigJelly,800000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION495,MonsterKill,7100,Gold,17000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION496,Level,160,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION497,RoyalGrowthCriticalChance1Level,440,Gold,15000000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION498,RoyalGrowthCriticalDamageRate1Level,250,Ruby,1600.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION499,GachaWeaponCount,170,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION500,GachaShieldCount,170,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION501,GachaSkillCount,170,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION502,Level,170,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION503,RoyalGrowthDamageLevel,2300,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION504,RoyalGrowthHealthLevel,2300,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION505,MonsterKill,7400,Gold,18000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION506,Level,180,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION507,RoyalForceAttackSpeedLevel,450,PigJelly,1600000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION508,RoyalForceMoveSpeedLevel,450,PigJelly,1600000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION509,RoyalForceCriticalLevel,450,PigJelly,1600000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION510,RoyalForceAccLevel,450,PigJelly,1600000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION511,MonsterKill,7700,Gold,19000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION512,Level,190,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION513,RoyalGrowthCriticalChance1Level,460,Gold,19000000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION514,RoyalGrowthCriticalDamageRate1Level,260,Ruby,1700.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION515,GachaWeaponCount,270,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION516,GachaShieldCount,270,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION517,GachaSkillCount,270,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION518,Level,200,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION519,RoyalGrowthDamageLevel,2400,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION520,RoyalGrowthHealthLevel,2400,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION521,MonsterKill,8200,Gold,200000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION522,Level,210,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION523,RoyalForceAttackSpeedLevel,500,PigJelly,3200000.0,GuideMission.Description.RoyalForceAttackSpeedLevel
TBL_GUIDE_MISSION524,RoyalForceMoveSpeedLevel,500,PigJelly,3200000.0,GuideMission.Description.RoyalForceMoveSpeedLevel
TBL_GUIDE_MISSION525,RoyalForceCriticalLevel,500,PigJelly,3200000.0,GuideMission.Description.RoyalForceCriticalLevel
TBL_GUIDE_MISSION526,RoyalForceAccLevel,500,PigJelly,3200000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION527,MonsterKill,8700,Gold,300000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION528,Level,220,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION529,RoyalGrowthCriticalChance1Level,480,Gold,300000000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION530,RoyalGrowthCriticalDamageRate1Level,270,Ruby,1700.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION531,GachaWeaponCount,470,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION532,GachaShieldCount,470,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION533,GachaSkillCount,470,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION534,Level,230,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION535,RoyalGrowthDamageLevel,2500,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION536,RoyalGrowthHealthLevel,2500,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION537,MonsterKill,9200,Gold,400000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION538,Level,240,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION539,RoyalForceAccLevel,550,PigJelly,6400000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION540,MonsterKill,9700,Gold,500000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION541,Level,250,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION542,RoyalGrowthCriticalChance1Level,500,Gold,500000000.0,GuideMission.Description.RoyalGrowthCriticalChance1Level
TBL_GUIDE_MISSION543,RoyalGrowthCriticalDamageRate1Level,300,Ruby,1700.0,GuideMission.Description.RoyalGrowthCriticalDamageRate1Level
TBL_GUIDE_MISSION544,GachaWeaponCount,870,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION545,GachaShieldCount,870,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION546,GachaSkillCount,870,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION547,Level,260,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION548,RoyalGrowthDamageLevel,2600,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION549,RoyalGrowthHealthLevel,2600,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION550,MonsterKill,10200,Gold,600000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION551,Level,270,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION552,RoyalForceAccLevel,600,PigJelly,12800000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION553,MonsterKill,10700,Gold,700000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION554,Level,280,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION555,GachaWeaponCount,1270,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION556,GachaShieldCount,1270,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION557,GachaSkillCount,1270,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION558,Level,290,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION559,RoyalGrowthDamageLevel,2700,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION560,RoyalGrowthHealthLevel,2700,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION561,MonsterKill,11200,Gold,800000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION562,Level,300,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION563,RoyalForceAccLevel,650,PigJelly,25600000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION564,MonsterKill,11700,Gold,900000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION565,Level,310,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION566,GachaWeaponCount,1670,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION567,GachaShieldCount,1670,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION568,GachaSkillCount,1670,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION569,Level,320,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION570,RoyalGrowthDamageLevel,2800,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION571,RoyalGrowthHealthLevel,2800,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION572,MonsterKill,12200,Gold,1200000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION573,Level,330,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION574,RoyalForceAccLevel,700,PigJelly,51200000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION575,MonsterKill,12700,Gold,1400000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION576,Level,340,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION577,GachaWeaponCount,2000,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION578,GachaShieldCount,2000,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION579,GachaSkillCount,2000,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION580,Level,350,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION581,RoyalGrowthDamageLevel,2900,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION582,RoyalGrowthHealthLevel,2900,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION583,MonsterKill,13200,Gold,1600000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION584,Level,360,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION585,RoyalForceAccLevel,750,PigJelly,102400000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION586,MonsterKill,13700,Gold,1800000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION587,Level,370,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION588,GachaWeaponCount,3000,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION589,GachaShieldCount,3000,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION590,GachaSkillCount,3000,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION591,Level,380,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION592,RoyalGrowthDamageLevel,3000,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION593,RoyalGrowthHealthLevel,3000,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION594,MonsterKill,14200,Gold,2500000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION595,Level,390,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION596,RoyalForceAccLevel,800,PigJelly,200000000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION597,MonsterKill,14700,Gold,3000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION598,Level,400,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION599,GachaWeaponCount,4000,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION600,GachaShieldCount,4000,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION601,GachaSkillCount,4000,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION602,Level,410,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION603,RoyalGrowthDamageLevel,3100,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION604,RoyalGrowthHealthLevel,3100,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION605,MonsterKill,15200,Gold,3500000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION606,Level,420,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION607,RoyalForceAccLevel,850,PigJelly,300000000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION608,MonsterKill,15700,Gold,4000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION609,Level,430,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION610,GachaWeaponCount,5000,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION611,GachaShieldCount,5000,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION612,GachaSkillCount,5000,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION613,Level,440,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION614,RoyalGrowthDamageLevel,3200,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION615,RoyalGrowthHealthLevel,3200,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION616,MonsterKill,16200,Gold,6000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION617,Level,450,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION618,RoyalForceAccLevel,900,PigJelly,400000000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION619,MonsterKill,16700,Gold,8000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION620,Level,460,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION621,GachaWeaponCount,7000,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION622,GachaShieldCount,7000,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION623,GachaSkillCount,7000,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION624,Level,470,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION625,RoyalGrowthDamageLevel,3300,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION626,RoyalGrowthHealthLevel,3300,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION627,MonsterKill,17200,Gold,10000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION628,Level,480,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION629,RoyalForceAccLevel,950,PigJelly,500000000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION630,MonsterKill,17700,Gold,15000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION631,Level,490,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION632,GachaWeaponCount,100000,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION633,GachaShieldCount,100000,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION634,GachaSkillCount,100000,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION635,Level,500,Ruby,1700.0,GuideMission.Description.Level
TBL_GUIDE_MISSION636,RoyalGrowthDamageLevel,3400,Ruby,1700.0,GuideMission.Description.RoyalGrowthDamageLevel
TBL_GUIDE_MISSION637,RoyalGrowthHealthLevel,3400,Ruby,1700.0,GuideMission.Description.RoyalGrowthHealthLevel
TBL_GUIDE_MISSION638,MonsterKill,18200,Gold,20000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION639,Level,510,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION640,RoyalForceAccLevel,1000,PigJelly,600000000.0,GuideMission.Description.RoyalForceAccLevel
TBL_GUIDE_MISSION641,MonsterKill,18700,Gold,40000000000.0,GuideMission.Description.MonsterKill
TBL_GUIDE_MISSION642,Level,520,Ruby,1600.0,GuideMission.Description.Level
TBL_GUIDE_MISSION643,GachaWeaponCount,150000,Ruby,1700.0,GuideMission.Description.GachaWeaponCount
TBL_GUIDE_MISSION644,GachaShieldCount,150000,Ruby,1700.0,GuideMission.Description.GachaShieldCount
TBL_GUIDE_MISSION645,GachaSkillCount,150000,Ruby,1700.0,GuideMission.Description.GachaSkillCount
TBL_GUIDE_MISSION646,Attendance,0,Gold,0.0,GuideMission.Description.Attendance
